changrenchiao,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2015/4/29 上午 12:00:00,-0.03,0.04,0.14,0.24,0.29,0.31,0.30,0.26,0.22,0.18,0.14,0.13,0.16,0.21,0.27,0.33,0.36,0.36,0.30,0.22,0.12,0.05,-0.04,-0.07
2015/4/30 上午 12:00:00,-0.05,0.03,0.12,0.21,0.30,0.34,0.33,0.29,0.23,0.16,0.09,0.04,0.03,0.07,0.16,0.24,0.30,0.33,0.31,0.24,0.16,0.06,0.01,-0.07
2015/5/1 上午 12:00:00,-0.07,-0.01,0.10,0.22,0.33,0.38,0.42,0.39,0.30,0.19,0.10,0.05,-0.01,0.00,0.07,0.17,0.26,0.31,0.35,0.32,0.23,0.15,0.06,0.02
2015/5/2 上午 12:00:00,0.00,0.02,0.11,0.23,0.37,0.44,0.48,0.47,0.40,0.31,0.17,0.10,0.02,0.00,0.04,0.12,0.22,0.30,0.34,0.35,0.31,0.24,0.14,0.08
2015/5/3 上午 12:00:00,0.06,0.05,0.11,0.22,0.36,0.47,0.53,0.53,0.44,0.34,0.20,0.08,0.00,-0.07,-0.07,0.00,0.10,0.23,0.31,0.34,0.32,0.25,0.19,0.11
2015/5/4 上午 12:00:00,0.07,0.05,0.07,0.17,0.30,0.45,0.52,0.55,0.51,0.39,0.24,0.08,-0.02,-0.12,-0.14,-0.11,-0.03,0.08,0.20,0.27,0.30,0.27,0.20,0.14
2015/5/5 上午 12:00:00,0.08,0.09,0.10,0.18,0.36,0.43,0.60,0.62,0.61,0.56,0.40,0.25,0.10,-0.01,-0.09,-0.11,-0.09,0.02,0.14,0.23,0.30,0.32,0.28,0.25
2015/5/6 上午 12:00:00,0.20,0.18,0.18,0.20,0.31,0.46,0.60,0.68,0.70,0.68,0.56,0.42,0.24,0.10,0.01,-0.05,-0.07,-0.03,0.04,0.15,0.23,0.26,0.26,0.23
2015/5/7 上午 12:00:00,0.19,0.17,0.14,0.14,0.22,0.34,0.49,0.61,0.64,0.62,0.57,0.43,0.25,0.07,-0.05,-0.16,-0.22,-0.19,-0.14,-0.02,0.03,0.12,0.17,0.16
2015/5/8 上午 12:00:00,0.14,0.11,0.13,0.12,0.15,0.25,0.37,0.50,0.60,0.61,0.61,0.52,0.38,0.20,0.05,-0.07,-0.16,-0.23,-0.21,-0.12,-0.03,0.05,0.11,0.13
2015/5/9 上午 12:00:00,0.15,0.15,0.15,0.18,0.17,0.20,0.29,0.42,0.54,0.60,0.64,0.62,0.52,0.38,0.22,0.10,-0.01,-0.12,-0.17,-0.16,-0.09,-0.02,0.05,0.14
2015/5/10 上午 12:00:00,0.18,0.21,0.20,0.21,0.21,0.21,0.22,0.31,0.43,0.53,0.59,0.60,0.57,0.48,0.36,0.24,0.09,-0.02,-0.11,-0.17,-0.16,-0.09,-0.02,0.06
2015/5/11 上午 12:00:00,0.15,0.19,0.23,0.23,0.23,0.25,0.24,0.25,0.30,0.41,0.51,0.56,0.56,0.55,0.47,0.35,0.23,0.09,-0.01,-0.11,-0.18,-0.18,-0.11,-0.02
2015/5/12 上午 12:00:00,0.07,0.17,0.23,0.25,0.27,0.26,0.24,0.24,0.22,0.27,0.34,0.40,0.46,0.50,0.49,0.47,0.36,0.25,0.12,0.02,-0.08,-0.14,-0.16,-0.09
2015/5/13 上午 12:00:00,0.02,0.11,0.21,0.28,0.31,0.31,0.26,0.22,0.18,0.13,0.17,0.26,0.37,0.43,0.50,0.53,0.50,0.42,0.30,0.18,0.08,-0.01,-0.06,-0.04
2015/5/14 上午 12:00:00,0.04,0.17,0.28,0.36,0.44,0.43,0.40,0.33,0.27,0.21,0.18,0.20,0.27,0.37,0.47,0.54,0.55,0.53,0.45,0.33,0.23,0.13,0.06,0.03
2015/5/15 上午 12:00:00,0.06,0.16,0.30,0.40,0.50,0.53,0.49,0.45,0.31,0.21,0.12,0.08,0.10,0.18,0.30,0.39,0.46,0.51,0.49,0.40,0.30,0.18,0.10,0.05
2015/5/16 上午 12:00:00,0.03,0.10,0.24,0.39,0.50,0.56,0.57,0.51,0.38,0.22,0.08,-0.03,-0.10,-0.07,0.04,0.16,0.28,0.36,0.39,0.38,0.29,0.20,0.12,0.10
2015/5/17 上午 12:00:00,0.06,0.08,0.21,0.37,0.53,0.62,0.66,0.64,0.52,0.38,0.20,0.06,-0.05,-0.11,-0.08,0.03,0.16,0.27,0.35,0.35,0.34,0.29,0.19,0.16
2015/5/18 上午 12:00:00,0.13,0.11,0.18,0.34,0.50,0.65,0.70,0.73,0.67,0.54,0.35,0.17,0.02,-0.10,-0.14,-0.11,-0.02,0.13,0.22,0.29,0.31,0.28,0.21,0.16
2015/5/19 上午 12:00:00,0.13,0.13,0.16,0.25,0.42,0.60,0.71,0.77,0.76,0.66,0.47,0.28,0.09,-0.04,-0.13,-0.18,-0.12,-0.02,0.12,0.19,0.23,0.24,0.20,0.16
2015/5/20 上午 12:00:00,0.13,0.14,0.16,0.22,0.34,0.52,0.67,0.78,0.82,0.76,0.63,0.44,0.24,0.06,-0.07,-0.14,-0.15,-0.11,0.02,0.10,0.18,0.22,0.22,0.18
2015/5/21 上午 12:00:00,0.16,0.14,0.17,0.19,0.27,0.41,0.55,0.70,0.73,0.74,0.69,0.56,0.38,0.20,0.05,-0.05,-0.12,-0.10,-0.02,0.10,0.18,0.23,0.25,0.28
2015/5/22 上午 12:00:00,0.26,0.26,0.28,0.31,0.34,0.42,0.54,0.66,0.75,0.80,0.79,0.72,0.63,0.53,0.35,0.24,0.14,0.07,0.05,0.11,0.17,0.16,0.22,0.24
2015/5/23 上午 12:00:00,0.27,0.27,0.28,0.30,0.32,0.36,0.42,0.52,0.62,0.70,0.69,0.68,0.68,0.53,0.41,0.35,0.24,0.18,0.15,0.14,0.17,0.20,0.22,0.24
2015/5/24 上午 12:00:00,0.27,0.30,0.30,0.30,0.35,0.36,0.38,0.44,0.51,0.61,0.61,0.62,0.64,0.63,0.57,0.60,0.62,0.67,0.62,0.54,0.47,0.40,0.40,0.42
2015/5/25 上午 12:00:00,0.44,0.48,0.66,0.91,1.42,1.81,1.82,1.70,1.47,1.20,0.97,0.81,0.73,0.68,0.64,0.54,0.43,0.32,0.23,0.15,0.11,0.10,0.13,0.17
2015/5/26 上午 12:00:00,0.22,0.28,0.32,0.32,0.33,0.33,0.32,0.31,0.31,0.34,0.38,0.43,0.46,0.48,0.49,0.46,0.40,0.31,0.23,0.15,0.09,0.06,0.08,0.13
2015/5/27 上午 12:00:00,0.20,0.28,0.35,0.40,0.42,0.40,0.37,0.36,0.33,0.30,0.31,0.35,0.40,0.44,0.47,0.48,0.45,0.39,0.30,0.23,0.16,0.11,0.10,0.13
2015/5/28 上午 12:00:00,0.20,0.28,0.36,0.43,0.48,0.48,0.44,0.38,0.34,0.29,0.26,0.26,0.31,0.35,0.40,0.45,0.47,0.44,0.36,0.29,0.21,0.14,0.11,0.12
2015/5/29 上午 12:00:00,0.16,0.25,0.34,0.43,0.47,0.48,0.46,0.39,0.30,0.24,0.17,0.13,0.13,0.17,0.25,0.30,0.34,0.34,0.32,0.25,0.19,0.11,0.07,0.05
2015/5/30 上午 12:00:00,0.09,0.18,0.28,0.41,0.48,0.51,0.49,0.42,0.31,0.20,0.11,0.04,0.00,0.03,0.09,0.20,0.29,0.35,0.33,0.29,0.22,0.15,0.10,0.10
2015/5/31 上午 12:00:00,0.12,0.18,0.32,0.43,0.53,0.60,0.59,0.52,0.40,0.28,0.16,0.07,-0.03,-0.05,0.00,0.06,0.20,0.24,0.31,0.31,0.26,0.20,0.15,0.13
2015/6/1 上午 12:00:00,0.12,0.16,0.26,0.42,0.56,0.64,0.66,0.62,0.50,0.38,0.23,0.12,0.02,-0.05,-0.05,0.01,0.10,0.18,0.26,0.29,0.27,0.22,0.16,0.13
2015/6/2 上午 12:00:00,0.12,0.13,0.21,0.38,0.54,0.66,0.71,0.73,0.65,0.51,0.34,0.19,0.08,-0.02,-0.06,-0.01,0.05,0.15,0.21,0.28,0.30,0.28,0.22,0.18
2015/6/3 上午 12:00:00,0.16,0.17,0.20,0.33,0.50,0.64,0.76,0.78,0.74,0.63,0.45,0.26,0.10,-0.03,-0.12,-0.14,-0.10,0.00,0.12,0.19,0.23,0.24,0.21,0.17
2015/6/4 上午 12:00:00,0.14,0.14,0.18,0.25,0.40,0.58,0.72,0.80,0.78,0.71,0.57,0.39,0.20,0.06,-0.08,-0.15,-0.15,-0.07,0.03,0.12,0.19,0.23,0.22,0.20
2015/6/5 上午 12:00:00,0.17,0.17,0.19,0.25,0.34,0.51,0.66,0.77,0.82,0.81,0.72,0.56,0.37,0.21,0.08,-0.04,-0.08,-0.06,0.01,0.12,0.19,0.24,0.28,0.30
2015/6/6 上午 12:00:00,0.27,0.24,0.24,0.26,0.30,0.43,0.59,0.73,0.82,0.84,0.80,0.71,0.55,0.37,0.20,0.06,-0.05,-0.09,-0.05,0.03,0.12,0.19,0.27,0.31
2015/6/7 上午 12:00:00,0.32,0.28,0.24,0.26,0.28,0.33,0.43,0.59,0.70,0.77,0.78,0.76,0.67,0.49,0.32,0.18,0.04,-0.05,-0.08,-0.05,0.04,0.12,0.22,0.28
2015/6/8 上午 12:00:00,0.32,0.33,0.32,0.31,0.30,0.30,0.33,0.42,0.55,0.66,0.67,0.69,0.68,0.57,0.43,0.28,0.15,0.04,-0.03,-0.05,-0.01,0.06,0.17,0.25
2015/6/9 上午 12:00:00,0.34,0.36,0.38,0.35,0.32,0.30,0.28,0.30,0.38,0.47,0.57,0.60,0.63,0.60,0.52,0.41,0.30,0.18,0.09,0.01,0.00,0.02,0.10,0.20
2015/6/10 上午 12:00:00,0.29,0.37,0.42,0.42,0.39,0.33,0.28,0.24,0.22,0.28,0.36,0.44,0.50,0.53,0.52,0.48,0.40,0.30,0.21,0.10,0.04,0.00,0.04,0.13
2015/6/11 上午 12:00:00,0.24,0.33,0.41,0.45,0.45,0.39,0.32,0.23,0.19,0.14,0.16,0.22,0.31,0.38,0.45,0.46,0.41,0.35,0.26,0.17,0.08,0.04,0.04,0.07
2015/6/12 上午 12:00:00,0.18,0.29,0.42,0.49,0.52,0.49,0.40,0.31,0.20,0.10,0.05,0.06,0.11,0.21,0.30,0.39,0.40,0.38,0.33,0.24,0.16,0.12,0.08,0.08
2015/6/13 上午 12:00:00,0.16,0.29,0.43,0.52,0.60,0.61,0.56,0.45,0.32,0.21,0.09,0.02,0.03,0.09,0.20,0.29,0.36,0.38,0.40,0.33,0.27,0.20,0.15,0.13
2015/6/14 上午 12:00:00,0.15,0.27,0.42,0.56,0.65,0.72,0.70,0.62,0.47,0.30,0.16,0.04,0.00,0.00,0.08,0.20,0.28,0.36,0.38,0.36,0.30,0.24,0.20,0.17
2015/6/15 上午 12:00:00,0.18,0.22,0.35,0.50,0.64,0.72,0.74,0.70,0.60,0.42,0.25,0.11,-0.01,-0.07,-0.04,0.04,0.16,0.24,0.32,0.33,0.31,0.23,0.18,0.16
2015/6/16 上午 12:00:00,0.14,0.16,0.25,0.41,0.59,0.71,0.74,0.75,0.67,0.52,0.34,0.18,0.03,-0.12,-0.13,-0.09,-0.01,0.09,0.16,0.24,0.26,0.23,0.19,0.15
2015/6/17 上午 12:00:00,0.13,0.14,0.20,0.32,0.49,0.63,0.74,0.79,0.74,0.62,0.45,0.26,0.09,-0.05,-0.16,-0.19,-0.14,0.00,0.12,0.18,0.23,0.25,0.23,0.20
2015/6/18 上午 12:00:00,0.17,0.18,0.19,0.25,0.39,0.55,0.69,0.75,0.76,0.71,0.57,0.37,0.17,0.00,-0.11,-0.20,-0.20,-0.12,-0.01,0.08,0.16,0.20,0.21,0.18
2015/6/19 上午 12:00:00,0.13,0.14,0.13,0.17,0.26,0.42,0.58,0.68,0.72,0.73,0.63,0.47,0.30,0.11,-0.02,-0.15,-0.19,-0.18,-0.11,0.00,0.08,0.15,0.18,0.16
2015/6/20 上午 12:00:00,0.14,0.11,0.13,0.13,0.18,0.29,0.45,0.58,0.66,0.69,0.66,0.55,0.40,0.23,0.10,-0.03,-0.13,-0.15,-0.11,-0.04,0.06,0.13,0.20,0.23
2015/6/21 上午 12:00:00,0.19,0.17,0.14,0.15,0.19,0.22,0.33,0.48,0.58,0.65,0.68,0.63,0.51,0.38,0.23,0.13,0.02,-0.02,-0.02,0.00,0.08,0.14,0.22,0.26
2015/6/22 上午 12:00:00,0.28,0.27,0.23,0.22,0.22,0.23,0.28,0.38,0.50,0.61,0.65,0.64,0.58,0.48,0.38,0.27,0.17,0.12,0.08,0.10,0.19,0.28,0.34,0.40
2015/6/23 上午 12:00:00,0.42,0.44,0.43,0.40,0.39,0.36,0.39,0.42,0.50,0.56,0.61,0.60,0.57,0.52,0.43,0.35,0.26,0.20,0.15,0.16,0.17,0.22,0.30,0.36
2015/6/24 上午 12:00:00,0.45,0.45,0.44,0.44,0.42,0.39,0.38,0.41,0.42,0.48,0.50,0.54,0.54,0.53,0.47,0.42,0.34,0.26,0.20,0.13,0.15,0.17,0.23,0.30
2015/6/25 上午 12:00:00,0.37,0.43,0.46,0.48,0.43,0.38,0.35,0.31,0.30,0.31,0.35,0.40,0.42,0.43,0.40,0.39,0.32,0.27,0.21,0.16,0.13,0.14,0.18,0.25
2015/6/26 上午 12:00:00,0.35,0.42,0.46,0.48,0.46,0.44,0.38,0.33,0.28,0.27,0.26,0.30,0.32,0.36,0.38,0.39,0.37,0.33,0.27,0.22,0.17,0.16,0.16,0.21
2015/6/27 上午 12:00:00,0.31,0.40,0.48,0.52,0.52,0.48,0.43,0.36,0.29,0.21,0.17,0.14,0.16,0.21,0.26,0.31,0.31,0.30,0.27,0.22,0.18,0.16,0.16,0.20
2015/6/28 上午 12:00:00,0.27,0.38,0.47,0.55,0.58,0.55,0.50,0.42,0.32,0.22,0.12,0.06,0.05,0.08,0.16,0.24,0.30,0.31,0.30,0.28,0.24,0.20,0.19,0.22
2015/6/29 上午 12:00:00,0.28,0.40,0.50,0.60,0.66,0.68,0.63,0.55,0.44,0.31,0.22,0.08,0.01,0.00,0.08,0.16,0.24,0.30,0.33,0.31,0.29,0.24,0.22,0.22
2015/6/30 上午 12:00:00,0.26,0.35,0.48,0.61,0.70,0.75,0.74,0.67,0.57,0.40,0.25,0.13,0.01,-0.04,-0.01,0.06,0.17,0.25,0.31,0.33,0.33,0.29,0.24,0.24
2015/7/1 上午 12:00:00,0.25,0.33,0.45,0.59,0.72,0.79,0.83,0.81,0.71,0.56,0.37,0.22,0.08,-0.03,-0.05,-0.03,0.08,0.18,0.28,0.32,0.34,0.31,0.27,0.24
2015/7/2 上午 12:00:00,0.24,0.26,0.35,0.49,0.64,0.78,0.84,0.85,0.78,0.65,0.48,0.29,0.13,0.00,-0.09,-0.11,-0.06,0.08,0.19,0.24,0.29,0.29,0.26,0.23
2015/7/3 上午 12:00:00,0.22,0.22,0.28,0.38,0.53,0.69,0.80,0.86,0.85,0.76,0.59,0.40,0.20,0.06,-0.08,-0.15,-0.12,-0.02,0.10,0.22,0.31,0.32,0.31,0.28
2015/7/4 上午 12:00:00,0.26,0.25,0.25,0.29,0.43,0.58,0.74,0.85,0.88,0.86,0.75,0.57,0.36,0.18,0.01,-0.09,-0.12,-0.08,0.04,0.14,0.25,0.31,0.33,0.31
2015/7/5 上午 12:00:00,0.30,0.27,0.24,0.23,0.30,0.42,0.61,0.77,0.85,0.88,0.84,0.73,0.54,0.36,0.19,0.10,0.01,-0.05,0.01,0.13,0.23,0.32,0.40,0.43
2015/7/6 上午 12:00:00,0.41,0.38,0.34,0.30,0.32,0.36,0.50,0.66,0.76,0.83,0.86,0.82,0.71,0.57,0.39,0.25,0.12,0.06,0.04,0.10,0.23,0.30,0.40,0.49
2015/7/7 上午 12:00:00,0.51,0.48,0.44,0.42,0.43,0.44,0.51,0.60,0.72,0.84,0.88,0.93,0.88,0.79,0.66,0.52,0.42,0.37,0.31,0.30,0.39,0.48,0.54,0.71
2015/7/8 上午 12:00:00,0.74,0.76,0.76,0.72,0.67,0.63,0.61,0.68,0.72,0.83,0.88,0.96,0.94,0.95,0.87,0.78,0.68,0.62,0.56,0.55,0.54,0.64,0.75,0.83
2015/7/9 上午 12:00:00,0.90,0.98,0.98,0.97,0.86,0.76,0.61,0.55,0.54,0.56,0.58,0.66,0.67,0.68,0.65,0.60,0.50,0.44,0.38,0.33,0.32,0.32,0.40,0.49
2015/7/10 上午 12:00:00,0.58,0.68,0.71,0.72,0.70,0.61,0.51,0.41,0.32,0.33,0.34,0.40,0.43,0.47,0.49,0.51,0.46,0.40,0.34,0.31,0.25,0.25,0.31,0.41
2015/7/11 上午 12:00:00,0.52,0.63,0.71,0.80,0.81,0.74,0.64,0.55,0.42,0.35,0.30,0.32,0.37,0.40,0.46,0.52,0.53,0.49,0.42,0.38,0.34,0.31,0.31,0.34
2015/7/12 上午 12:00:00,0.44,0.56,0.65,0.76,0.80,0.80,0.73,0.64,0.52,0.39,0.30,0.24,0.24,0.26,0.34,0.39,0.44,0.47,0.44,0.40,0.36,0.32,0.31,0.32
2015/7/13 上午 12:00:00,0.38,0.49,0.64,0.73,0.80,0.82,0.76,0.68,0.52,0.36,0.22,0.12,0.05,0.06,0.12,0.24,0.32,0.36,0.40,0.39,0.36,0.31,0.29,0.29
2015/7/14 上午 12:00:00,0.31,0.44,0.57,0.72,0.84,0.91,0.88,0.82,0.68,0.50,0.34,0.20,0.08,0.01,0.07,0.17,0.26,0.35,0.41,0.41,0.39,0.37,0.32,0.34
2015/7/15 上午 12:00:00,0.34,0.38,0.48,0.63,0.80,0.89,0.95,0.93,0.83,0.66,0.47,0.31,0.17,0.04,0.01,0.06,0.18,0.27,0.35,0.38,0.41,0.37,0.37,0.32
2015/7/16 上午 12:00:00,0.36,0.38,0.43,0.57,0.74,0.87,0.98,0.98,0.93,0.82,0.67,0.48,0.32,0.20,0.13,0.13,0.19,0.30,0.39,0.44,0.45,0.41,0.38,0.32
2015/7/17 上午 12:00:00,0.33,0.34,0.37,0.46,0.60,0.77,0.90,0.96,0.94,0.88,0.74,0.55,0.38,0.24,0.14,0.10,0.12,0.21,0.34,0.41,0.45,0.48,0.43,0.38
2015/7/18 上午 12:00:00,0.38,0.43,0.41,0.44,0.53,0.66,0.83,0.91,0.93,0.90,0.79,0.65,0.48,0.34,0.23,0.17,0.16,0.24,0.32,0.40,0.44,0.46,0.44,0.40
2015/7/19 上午 12:00:00,0.38,0.39,0.48,0.49,0.54,0.68,0.83,0.89,0.94,0.99,0.95,0.81,0.66,0.51,0.45,0.38,0.33,0.33,0.40,0.50,0.54,0.56,0.60,0.62
2015/7/20 上午 12:00:00,0.59,0.54,0.52,0.55,0.62,0.62,0.74,0.84,0.88,0.89,0.88,0.82,0.70,0.56,0.48,0.39,0.38,0.31,0.38,0.40,0.48,0.51,0.59,0.56
2015/7/21 上午 12:00:00,0.56,0.49,0.50,0.48,0.52,0.51,0.56,0.67,0.76,0.80,0.82,0.79,0.68,0.60,0.47,0.42,0.32,0.30,0.30,0.31,0.43,0.46,0.50,0.53
2015/7/22 上午 12:00:00,0.52,0.46,0.45,0.42,0.39,0.40,0.40,0.49,0.56,0.62,0.65,0.62,0.57,0.49,0.40,0.31,0.45,0.49,0.29,0.24,0.28,0.35,0.40,0.43
2015/7/23 上午 12:00:00,0.44,0.44,0.42,0.39,0.36,0.34,0.33,0.33,0.37,0.44,0.49,0.50,0.49,0.46,0.40,0.32,0.25,0.20,0.17,0.15,0.18,0.25,0.32,0.39
2015/7/24 上午 12:00:00,0.43,0.44,0.44,0.42,0.38,0.35,0.31,0.28,0.28,0.32,0.40,0.43,0.44,0.44,0.44,0.37,0.32,0.28,0.23,0.22,0.22,0.24,0.31,0.39
2015/7/25 上午 12:00:00,0.45,0.52,0.54,0.54,0.52,0.46,0.41,0.35,0.32,0.31,0.31,0.36,0.40,0.44,0.46,0.44,0.41,0.37,0.34,0.30,0.29,0.30,0.34,0.43
2015/7/26 上午 12:00:00,0.52,0.60,0.64,0.66,0.63,0.58,0.50,0.42,0.34,0.28,0.25,0.26,0.28,0.31,0.36,0.37,0.38,0.35,0.33,0.29,0.26,0.26,0.26,0.34
2015/7/27 上午 12:00:00,0.43,0.52,0.62,0.66,0.68,0.63,0.55,0.45,0.34,0.26,0.20,0.15,0.15,0.20,0.26,0.31,0.33,0.34,0.32,0.30,0.28,0.26,0.26,0.29
2015/7/28 上午 12:00:00,0.38,0.50,0.60,0.69,0.74,0.72,0.64,0.53,0.40,0.28,0.18,0.10,0.05,0.05,0.12,0.19,0.22,0.26,0.28,0.26,0.24,0.21,0.19,0.22
2015/7/29 上午 12:00:00,0.29,0.41,0.57,0.69,0.77,0.79,0.74,0.64,0.50,0.34,0.20,0.08,0.00,-0.02,0.01,0.12,0.19,0.26,0.29,0.27,0.26,0.22,0.21,0.21
2015/7/30 上午 12:00:00,0.23,0.34,0.49,0.65,0.78,0.84,0.85,0.78,0.64,0.50,0.34,0.21,0.08,0.01,0.00,0.04,0.13,0.20,0.28,0.32,0.30,0.26,0.24,0.23
2015/7/31 上午 12:00:00,0.23,0.27,0.39,0.55,0.73,0.84,0.89,0.90,0.82,0.67,0.50,0.33,0.17,0.05,-0.02,-0.01,0.06,0.18,0.26,0.32,0.35,0.34,0.31,0.26
2015/8/1 上午 12:00:00,0.24,0.23,0.28,0.43,0.61,0.78,0.89,0.94,0.92,0.81,0.65,0.46,0.26,0.11,0.00,-0.03,0.02,0.12,0.21,0.30,0.35,0.36,0.34,0.30
2015/8/2 上午 12:00:00,0.24,0.23,0.22,0.29,0.45,0.62,0.79,0.88,0.91,0.84,0.74,0.56,0.36,0.22,0.09,0.00,0.01,0.09,0.20,0.28,0.34,0.38,0.39,0.35
2015/8/3 上午 12:00:00,0.29,0.25,0.20,0.22,0.28,0.44,0.62,0.76,0.82,0.84,0.78,0.68,0.52,0.36,0.24,0.10,0.05,0.10,0.18,0.28,0.35,0.42,0.45,0.44
2015/8/4 上午 12:00:00,0.41,0.33,0.28,0.24,0.24,0.30,0.42,0.59,0.70,0.74,0.74,0.70,0.60,0.47,0.34,0.22,0.15,0.12,0.18,0.24,0.33,0.41,0.49,0.52
2015/8/5 上午 12:00:00,0.51,0.48,0.36,0.32,0.26,0.25,0.28,0.39,0.52,0.60,0.64,0.66,0.62,0.55,0.45,0.37,0.28,0.24,0.23,0.26,0.34,0.43,0.50,0.56
2015/8/6 上午 12:00:00,0.62,0.61,0.56,0.47,0.40,0.33,0.30,0.33,0.40,0.48,0.54,0.58,0.61,0.59,0.54,0.48,0.40,0.36,0.33,0.30,0.36,0.44,0.54,0.62
2015/8/7 上午 12:00:00,0.71,0.73,0.71,0.66,0.56,0.48,0.40,0.33,0.34,0.38,0.44,0.49,0.56,0.59,0.61,0.59,0.53,0.52,0.47,0.42,0.42,0.51,0.62,0.70
2015/8/8 上午 12:00:00,0.77,0.87,0.91,0.94,0.90,0.85,0.72,0.77,0.87,0.83,0.92,1.05,1.24,1.28,1.45,1.70,1.95,2.12,2.19,2.19,2.10,1.93,1.71,1.48
2015/8/9 上午 12:00:00,1.35,1.81,2.18,2.48,2.76,2.85,2.75,2.44,2.03,1.62,1.31,1.07,0.90,0.80,0.76,0.76,0.73,0.74,0.72,0.66,0.62,0.59,0.56,0.61
2015/8/10 上午 12:00:00,0.66,0.77,0.85,0.88,0.91,0.86,0.78,0.66,0.52,0.40,0.32,0.25,0.24,0.25,0.30,0.37,0.44,0.45,0.47,0.45,0.43,0.40,0.39,0.41
2015/8/11 上午 12:00:00,0.45,0.56,0.65,0.74,0.78,0.78,0.73,0.63,0.49,0.36,0.24,0.15,0.10,0.11,0.16,0.24,0.34,0.40,0.43,0.42,0.40,0.37,0.35,0.36
2015/8/12 上午 12:00:00,0.40,0.48,0.61,0.72,0.81,0.87,0.84,0.79,0.69,0.54,0.41,0.29,0.21,0.16,0.19,0.24,0.32,0.36,0.40,0.42,0.40,0.36,0.34,0.33
2015/8/13 上午 12:00:00,0.33,0.37,0.46,0.59,0.72,0.78,0.81,0.76,0.68,0.55,0.42,0.27,0.17,0.06,0.06,0.10,0.17,0.25,0.32,0.35,0.37,0.33,0.31,0.27
2015/8/14 上午 12:00:00,0.27,0.29,0.34,0.47,0.62,0.73,0.80,0.82,0.76,0.63,0.48,0.31,0.19,0.07,0.02,0.05,0.13,0.24,0.29,0.40,0.36,0.34,0.32,0.29
2015/8/15 上午 12:00:00,0.26,0.23,0.25,0.32,0.46,0.60,0.72,0.76,0.74,0.63,0.49,0.31,0.16,0.06,-0.04,-0.05,0.00,0.12,0.26,0.32,0.36,0.33,0.29,0.21
2015/8/16 上午 12:00:00,0.16,0.14,0.13,0.19,0.30,0.44,0.59,0.68,0.71,0.66,0.54,0.39,0.21,0.08,-0.01,-0.06,-0.04,0.06,0.21,0.32,0.37,0.37,0.32,0.24
2015/8/17 上午 12:00:00,0.18,0.15,0.12,0.14,0.22,0.34,0.51,0.63,0.70,0.71,0.62,0.50,0.36,0.22,0.21,0.19,0.20,0.23,0.34,0.42,0.45,0.47,0.44,0.38
2015/8/18 上午 12:00:00,0.31,0.24,0.22,0.20,0.21,0.30,0.42,0.54,0.61,0.66,0.64,0.57,0.46,0.35,0.28,0.20,0.19,0.21,0.28,0.39,0.46,0.50,0.51,0.48
2015/8/19 上午 12:00:00,0.42,0.35,0.32,0.29,0.27,0.30,0.39,0.50,0.57,0.64,0.67,0.66,0.59,0.49,0.42,0.36,0.29,0.27,0.32,0.41,0.48,0.53,0.56,0.56
2015/8/20 上午 12:00:00,0.52,0.47,0.42,0.38,0.32,0.32,0.35,0.41,0.50,0.56,0.61,0.62,0.62,0.56,0.49,0.43,0.37,0.36,0.36,0.43,0.52,0.58,0.62,0.66
2015/8/21 上午 12:00:00,0.66,0.62,0.56,0.50,0.45,0.40,0.39,0.43,0.50,0.57,0.64,0.67,0.69,0.66,0.61,0.54,0.50,0.45,0.46,0.47,0.56,0.65,0.69,0.74
2015/8/22 上午 12:00:00,0.77,0.77,0.75,0.69,0.64,0.57,0.52,0.49,0.52,0.58,0.63,0.68,0.73,0.74,0.72,0.69,0.61,0.57,0.52,0.52,0.56,0.61,0.69,0.76
2015/8/23 上午 12:00:00,0.79,0.83,0.84,0.82,0.78,0.70,0.60,0.53,0.48,0.49,0.50,0.53,0.57,0.60,0.62,0.62,0.58,0.54,0.52,0.49,0.49,0.53,0.58,0.64
2015/8/24 上午 12:00:00,0.69,0.73,0.75,0.72,0.68,0.60,0.52,0.42,0.32,0.30,0.28,0.29,0.31,0.38,0.46,0.52,0.54,0.52,0.50,0.46,0.44,0.46,0.53,0.59
2015/8/25 上午 12:00:00,0.78,1.00,1.24,1.27,1.22,1.22,1.39,1.36,1.32,1.22,0.99,0.80,0.66,0.59,0.57,0.57,0.59,0.59,0.58,0.55,0.55,0.52,0.50,0.54
2015/8/26 上午 12:00:00,0.61,0.70,0.78,0.86,1.05,1.06,1.19,1.24,1.21,1.27,1.22,1.13,1.00,0.90,0.79,0.70,0.71,0.78,0.82,0.73,0.63,0.57,0.58,0.61
2015/8/27 上午 12:00:00,0.71,0.92,0.97,1.06,1.14,1.10,1.04,0.92,0.77,0.63,0.49,0.36,0.29,0.27,0.30,0.37,0.42,0.50,0.56,0.63,0.71,0.72,0.68,0.63
2015/8/28 上午 12:00:00,0.59,0.63,0.73,0.85,0.95,1.01,0.99,0.92,0.80,0.65,0.48,0.35,0.22,0.30,0.30,0.67,1.03,1.22,1.27,1.19,1.08,0.94,0.79,0.67
2015/8/29 上午 12:00:00,0.59,0.56,0.62,0.73,0.89,1.01,1.09,1.11,1.03,0.88,0.70,0.52,0.40,0.42,0.36,0.52,0.70,0.87,1.03,1.06,1.02,0.95,0.84,0.71
